dataset,model,method,seed,config_hash,split_hash,initialization_hash,checkpoint_path,metrics_path,reusable,reuse_scope,reason
cifar10,resnet18,plateau,1,d7373b34fb756c2f7828986f1be1e56513f36ab8fdae96d876c95dd3b6d9838c,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,c076d3a164d0e93a5a56beaf4777c1bc855b4ca406a45be9bf59f34ba48576a1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\plateau\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,plateau,2,5449a22e5d6c6b9bdf38b4a0cfee3ef596ac017b9c03a554a57e26db488072c3,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,34c27e1acefb25d4e3ea3f1b3d3158114a8a677e2489fc48b3ac07c2b4c0dc87,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\plateau\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,plateau,3,eadc5a4423948ff5fbe2c200b17cf583a1c456b646174c03f75f65c4bb19549a,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,f5cd48743d3f50c5289e484eec1c79091905876cd136ad3e65c3e2885c321399,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\plateau\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,plateau,4,b62316f1355e5a40d4f0e75550ecdaccef889bac8dafba43932449a23a8d77cc,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,4766ca9142b00e37ddcfc68f3662f9eec46f2bc47afdf28c6c0d94a415d9f5f3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\plateau\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,plateau,5,b45d3b2cd09b556162511647a951bf9525d40b242d5bc781935547ce75511e67,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,c7982cce121fe0a64066fdae38c04b6244d55a69675bc352fee9b469448906d5,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\plateau\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,reliability_val_loss_only,1,0a3d4e136f3087269993ad45d2f813d5e06e87446fa17c6eaf8080621bd5cbe4,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,c076d3a164d0e93a5a56beaf4777c1bc855b4ca406a45be9bf59f34ba48576a1,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet18,reliability_val_loss_only,2,4c0256d9ecf97224db0dbd0e31b569d0272b903f777278341f2a947912fdf1c1,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,34c27e1acefb25d4e3ea3f1b3d3158114a8a677e2489fc48b3ac07c2b4c0dc87,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet18,reliability_val_loss_only,3,5244d044f8bbedd99a2181b8825c35416ad4429fa4d3ff230f85c4a2e8b6312e,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,f5cd48743d3f50c5289e484eec1c79091905876cd136ad3e65c3e2885c321399,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet18,reliability_val_loss_only,4,ed9eb13f6f9cf0daddc37c00109cddc81be7eb879c20d4ecccd66be8f613624a,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,4766ca9142b00e37ddcfc68f3662f9eec46f2bc47afdf28c6c0d94a415d9f5f3,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet18,reliability_val_loss_only,5,02c09f193ba84da1991b2fa555caa9cb619fc6de1830cd43d68fdf16a7551976,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,c7982cce121fe0a64066fdae38c04b6244d55a69675bc352fee9b469448906d5,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar10,resnet18,reliability,1,1646b01175e7f8a4acb27f78f12edc4fc08eeb174367db6f366919adf2786a11,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,c076d3a164d0e93a5a56beaf4777c1bc855b4ca406a45be9bf59f34ba48576a1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\reliability\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,reliability,2,20695af3310817e40e38e898255d87da7fd2cb08b5ec6c913b8d2f003e3e0059,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,34c27e1acefb25d4e3ea3f1b3d3158114a8a677e2489fc48b3ac07c2b4c0dc87,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\reliability\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,reliability,3,57893aae199d66ea4f864e6ef8f053cb9aa530f363277d5d7f48420cf36f2ca1,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,f5cd48743d3f50c5289e484eec1c79091905876cd136ad3e65c3e2885c321399,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\reliability\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,reliability,4,f37dc6a18785745f8704a7d43b14d596a7f11eb10f7b4848855c424b590baa1b,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,4766ca9142b00e37ddcfc68f3662f9eec46f2bc47afdf28c6c0d94a415d9f5f3,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\reliability\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar10,resnet18,reliability,5,5b1a94ac5d9bc214710f9636d837fd04c62544152c00f64d92891fe1a0da5c7f,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,c7982cce121fe0a64066fdae38c04b6244d55a69675bc352fee9b469448906d5,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar10_resnet18__main_supplement_20260501_054015\reliability\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,step,1,f70b7d064b2393ad2d01dc245b46c8e69093ffbfc47843800c44366a52ca98c6,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,a5278d48fa33dd26720b29f3ed0da97af88508a9391d0f971488ff14eec35141,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\step\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,step,2,56efdb88f361ff044a0135a8e6bb37e133b6d9e41028dc7d431817e915186b25,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,15ea888fdff76378ceb2f4c0a752b9f4c0efc4bbaac27b30f9c0d5007bf638e6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\step\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,step,3,a31e462b7fa340fe3a98ae07ad9031fa7b3496a81dfffd3dd59aa7ec2ed9b214,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,5e9d9a7a14d9052736622b66aed47ea9fa60f041feaa3ef19c16cc695fdb1089,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\step\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,step,4,3776f429f69f9428c7a8ee8ec3b42c5b0ba96b8c72a931721c539752e119cfea,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,6b13c21aff24a99c1bb0e61cfc3591d226c43fd68e228c3ddc6c640b9b0afdb1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\step\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,step,5,398f6b0dc610cf163d7cf7c12403f05c1306b2df2f5f7d3c55cc53cce4f2dbe6,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,3d39df8ab7aa3cb0acce3c8656dc865643a9425f117558e833dda2b0abcc35ec,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\step\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,cosine,1,9bc3d25bc6f831e30fc27e125eaaf9bab71449000f2cda9626924107077056dc,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,a5278d48fa33dd26720b29f3ed0da97af88508a9391d0f971488ff14eec35141,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\cosine\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,cosine,2,c6e7b22c3b375bd15f4d72c2948f2d87a545945b75b02b1dc102f795de78c009,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,15ea888fdff76378ceb2f4c0a752b9f4c0efc4bbaac27b30f9c0d5007bf638e6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\cosine\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,cosine,3,7cf3df73af461e3fb0024e2750c52c5692cabb017d71ceb2c8eb192714fc1aa6,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,5e9d9a7a14d9052736622b66aed47ea9fa60f041feaa3ef19c16cc695fdb1089,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\cosine\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,cosine,4,fd1770dbbdf6cd28e5542b1b6a334df42e2f4d8169341707e4d69c340c27f6b1,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,6b13c21aff24a99c1bb0e61cfc3591d226c43fd68e228c3ddc6c640b9b0afdb1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\cosine\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,cosine,5,53e20d506c4447c94b9743bf7e724a0d1eb1a00da49495fb3401d1dd26a6ba79,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,3d39df8ab7aa3cb0acce3c8656dc865643a9425f117558e833dda2b0abcc35ec,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\cosine\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,plateau,1,5a616143626c1d5c4690072a60aad4601dc9d316fcfd2bdf685ad5a6f8495fd6,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,a5278d48fa33dd26720b29f3ed0da97af88508a9391d0f971488ff14eec35141,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\plateau\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,plateau,2,aa4ab027d6dbcfb39cdce4187cabd9f83bca8ad6f4a45d5fbcfb8992c003b451,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,15ea888fdff76378ceb2f4c0a752b9f4c0efc4bbaac27b30f9c0d5007bf638e6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\plateau\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,plateau,3,b9888bc128e9fe51aaefa8276fca74230feb88512e5d7cd7fb390be003df82b5,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,5e9d9a7a14d9052736622b66aed47ea9fa60f041feaa3ef19c16cc695fdb1089,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\plateau\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,plateau,4,54b28788decc3101f95d38c4d1b3997636f895d15ec77e0b733fe199c36b2b9e,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,6b13c21aff24a99c1bb0e61cfc3591d226c43fd68e228c3ddc6c640b9b0afdb1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\plateau\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,plateau,5,80f0f48770e706144473228b2b647698fab057138d0d7d1aa6f016881cb5f76b,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,3d39df8ab7aa3cb0acce3c8656dc865643a9425f117558e833dda2b0abcc35ec,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\plateau\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,reliability_val_loss_only,1,3afa705ca74f73569e16be83efb7db8829c446551097f4f87fb15c6ef4471527,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,a5278d48fa33dd26720b29f3ed0da97af88508a9391d0f971488ff14eec35141,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet18,reliability_val_loss_only,2,027e61c1351c284db6618b913d58fb51fcc71758c961fc3a3e0b43f94cc03b14,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,15ea888fdff76378ceb2f4c0a752b9f4c0efc4bbaac27b30f9c0d5007bf638e6,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet18,reliability_val_loss_only,3,30976a0023983e55463f1ce1d05bb54b4438d13d51a72e35b82eac3aabfcfcdc,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,5e9d9a7a14d9052736622b66aed47ea9fa60f041feaa3ef19c16cc695fdb1089,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet18,reliability_val_loss_only,4,e12404ab881618979d55d40ae408c5e4a7166a18cf56b6852a77fc991b68e9d1,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,6b13c21aff24a99c1bb0e61cfc3591d226c43fd68e228c3ddc6c640b9b0afdb1,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet18,reliability_val_loss_only,5,c00e3a5c2afa37dffcb1cb387015c0656f9124d72296cd9b7ba5389b3a07f560,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,3d39df8ab7aa3cb0acce3c8656dc865643a9425f117558e833dda2b0abcc35ec,UNRESOLVED,UNRESOLVED,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (no completed historical run)."
cifar100,resnet18,reliability,1,b61954632ace49e41c58d9752c7b653f7999bd5924c59a0f1243dc6609dabe8f,99b489a075b52c477efc94aeccf17190a6a0f2ee7b00a3a8ce55bf5a9d1636d4,a5278d48fa33dd26720b29f3ed0da97af88508a9391d0f971488ff14eec35141,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\reliability\seed_1\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,reliability,2,3d023c190d9d71fe6fe9043dddc32fcdbca0b18c2d294ff98abfb39b3a95847f,6b62938de6bf5c006ed593051f655a3b348a43f3889fc2610a055143b9e74149,15ea888fdff76378ceb2f4c0a752b9f4c0efc4bbaac27b30f9c0d5007bf638e6,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\reliability\seed_2\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,reliability,3,3eb02c848b1cfbd1a85965c38f78e4b1362b3f860dd12cd51736d478e0496633,20f3d61bf4b212604f8dfc2eca191907490af820f7f65b2975157d8ca6a1e043,5e9d9a7a14d9052736622b66aed47ea9fa60f041feaa3ef19c16cc695fdb1089,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\reliability\seed_3\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,reliability,4,e7fff6cc355ccba77be7b3beb5c8dd218f8886c761695fac92d16c0fb9df819f,a284564687954174b1509d17984e2b25033ab2c451fc02598b53ad32831e3b70,6b13c21aff24a99c1bb0e61cfc3591d226c43fd68e228c3ddc6c640b9b0afdb1,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\reliability\seed_4\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
cifar100,resnet18,reliability,5,e980569ecc5332a2340ec89d9924588dcf74fc6d76ba013158191b0af3a028f0,46363a38f57e5cbeec1b92e9403900b1bb59e28178b00d7c537e2a753c4f6125,3d39df8ab7aa3cb0acce3c8656dc865643a9425f117558e833dda2b0abcc35ec,UNRESOLVED,D:\reliable-training-control\results\main_supplement_20260501_054015\main_cifar100_resnet18__main_supplement_20260501_054015\reliability\seed_5\summary.json,false,none,"Invalidated by corrected protocol: historical validation inherited random training augmentation, and the shared reliability counter made reliability-based stopping unreachable (historical artifacts complete)."
